id,parent_id,name,is_active
933,932,Leppestift,False
934,107,Presskannemalt kaffe,True
938,16,Morsmelkerstatning,True
941,74,Sirup,True
942,74,Konservering,True
944,26,Toddy,True
949,57,Ranchdressing,True
950,51,Sesong og fest,False
951,950,Selskapsartikler,False
953,380,Bringebærsaus,True
954,841,Saks,False
957,950,Kakelys,False
959,47,Øvrig kylling,True
961,249,Garam Masala,True
963,84,Bacalao,True
965,156,Havreterninger,True
966,249,Sitronpepper,True
967,74,Kakedeig,True
968,403,Frys selv is,True
969,95,Mellomleggspapir,False
972,249,Vaniljepulver,True
973,57,Thousand island,True
974,11,Gresskar,True
975,122,Semulegryn,True
976,332,Ansiktspleie,False
977,575,Hårfarge,False
978,950,Syttende mai-artikler,False
980,932,Øyenbryn,False
981,63,Medisterpølse,True
982,249,Stjerneanis,True
984,249,Hvitløkspepper,True
985,249,Dill tørket,True
986,88,Ingefærøl,True
987,238,Nduja,True
988,77,Potetbåter,True
991,65,Hermetisk paprika,True
992,745,Strømper,False
993,249,Einerbær,True
994,276,Kålrabistappe,True
995,316,Fruktsalt,False
996,249,Koriander tørket,True
998,316,Måltidserstatter,False
999,74,Bakekakao,True
1000,164,Proteinpudding,True
1003,74,Cocktailbær,True
1004,,Blomster og planter,False
1005,1004,Plantejord,False
1006,65,Kapers,True
1007,26,Ferdigdrink,True
1008,841,Penn,False
1009,13,Vegansk pålegg,True
1010,57,Dressingmix,True
1011,82,Smultringer,True
1012,249,Pizzakrydder,True
1013,316,Ølgjær,False
1015,199,Luftfrisker,False
1017,211,Mandelpudding,True
1018,164,Desserttopping,True
1022,70,Grillspyd,True
1026,305,Lammebog,True
1027,392,Storfelever,True
1028,249,Kanel,True
1031,316,Nypeekstrakt,False
1032,249,Safran,True
1034,304,Sitronmousse,True
1037,289,Elg,True
1038,43,Kjøttkaker,True
1041,41,Tofu,True
1044,5,Matvin,True
1045,249,Ingefær tørket,True
1046,2,Kokosnøtter,True
1047,70,Blodpølse,True
1049,255,Allergimidler,False
1052,134,Minestronesuppe,True
1057,74,Kakekrem,True
1058,46,Rype,True
1059,11,Aubergin,True
1060,65,Hermetisk artisjokk,True
1061,17,Babyolje,False
1070,156,Moussekake,True
1071,195,Terteskjell,True
1072,607,Stellematte,False
1075,195,Papadam,True
1077,279,Hermetisk pære,True
1080,841,Tusj,False
1081,249,Fiskekrydder,True
1082,17,Sinksalve,False
1084,415,Cookiesmix,True
1086,195,Rugchips,True
1087,332,Håndkrem,False
1090,9,Risdrikk,True
1096,380,Kirsebærsaus,True
1101,392,Storfe kraftbein,True
1102,106,Isgalt,True
1103,74,Vaniljekrem,True
1105,513,Wasabi,True
1106,122,Griljermel,True
1109,950,Ballonger,False
1110,745,Vaskenett,False
1111,249,Viltkrydder,True
1113,249,Estragon tørket,True
1114,130,Øvrig taco,True
1117,11,Mais,True
1120,415,Bakemix,True
1121,255,Kondomer,False
1130,17,Babysåpe,False
1131,156,Pavlova,True
1136,159,Bjørnebær,True
1139,209,Skalldyr i lake,True
1140,17,Tørre engangskluter,False
1141,276,Kålstuing,True
1144,5,Ajvar,True
1146,380,Mangosaus,True
1149,305,Lammeskav,True
1150,415,Pavlovamix,True
1156,26,Drinkmix,True
1157,1156,Brennevinessens,True
1158,19,Pultost,True
1161,139,Fiken tørket,True
1162,932,Mascara,False
1163,533,Alkoholfri cider,True
1167,841,Hyssing,False
1168,2,Pitahaya,True
1170,249,Tandoori Masala,True
1171,17,Babypudder,False
1176,106,Abbor,True
1182,392,Oksehaler,True
1185,308,Karse,True
1186,226,Soyafløte,True
1189,74,Kakebunn,True
1190,249,Persille tørket,True
1191,403,Mochi-is,True
1193,77,Marinerte poteter,True
1197,745,Klesrulle,False
1198,575,Hårskum,False
1199,47,Kyllinglever,True
1204,113,Viltpate,True
1206,305,Øvrig lammekjøtt,True
1207,1156,Drinkmix,True
1211,57,Balsamicodressing,True
1212,95,Poseklemme,False
1214,57,Chipotlemajones,True
1215,93,Iskjeks,True
1216,607,Ammeinnlegg,False
1220,255,Sårbehandling,False
1221,341,Kokosolje,True
1224,70,Matkasse,True
1231,74,Konditorfarge,True
1237,171,Tennvæske,False
1241,289,Hjort,True
1242,61,Yoghurtnøtter,True
1250,575,Tørrshampo,False
1269,122,Maismel,True
1276,305,Lammecarre,True
1284,932,Pudder,False
1291,607,Smekke,False
1310,156,Fyrstekake,True
1330,19,Øvrig ost,True
1336,841,Øvrig kontorrekvisita,False
1337,47,Kylling revet,True
1344,205,Vårrullplater,True
1351,209,"Skalldyr, fryst",True
1399,91,Calzone,True
1401,134,Øvrige supper,True
1421,538,Grillolje,True
1425,392,Flatbiff,True
1441,415,Bollemix,True
1463,43,Kjøttpudding,True
1476,156,Kringle,True
1488,205,Paibunnmix,True
1491,310,Bananpålegg,True
1493,164,Soyadessert,True
1505,392,Øvrig storfekjøtt,True
1521,538,Marinade,True
1526,156,Gulrotkake,True
1530,290,Matdelere,False
1538,513,Nori,True
1540,5,Ølsaus,True
1543,156,Karamellkake,True
1568,16,Badebleier,False
1573,57,Italiensk dressing,True
1580,134,Hummersuppe,True
1587,249,Biffkrydder,True
1589,46,Høns,True
1594,5,Tranebærsaus,True
1598,932,Øyenskygge,False
1603,57,Fransk dressing,True
1618,290,Kjøkkenredskaper,False
1643,290,Åpnere,False
1653,132,Moussaka kit,True
1659,107,Kokmalt kaffe,True
1665,392,Oksestek,True
1679,279,Hermetisk moreller/kirsebær,True
1683,74,Tørrmelk,True
1684,341,Trøffelolje,True
1686,52,Flekkfjerner,False
1688,437,Spisepinner,False
1709,415,Gulrotkakemix,True
1721,115,Sushiris,True
1733,437,Lysmansjetter,False
1744,222,Bøker,False
1755,74,Fondant,True
1790,513,Rullematte,True
1791,276,Stuing,True
1795,70,Ratatuille,True
1797,57,Blåmuggostdressing,True
1798,17,Babyhudpleie,False
1803,173,Spareribs,True
1807,249,Lammekrydder,True
1811,173,Svin sideflesk,True
1815,249,Potetkrydder,True
1821,74,Surdeigspulver,True
1832,57,Vinaigrette,True
1848,96,Fiskepostei,True
1867,119,Tannpleie,False
1874,171,Grillpinner,False
1875,249,Allroundkrydder,True
1876,205,Pizzabunnmix,True
1900,437,Duk,False
1901,611,Riseddik,True
1907,841,Blyant,False
1909,932,Rouge,False
1912,156,Mazarin,True
1923,47,Kyllingspyd,True
1932,745,Bøff,False
1937,305,Ytrefilet av lam,True
2011,113,Landpate,True
2017,173,Svinelever,True
2051,43,Kebabkjøtt,True
2056,5,Grillsaus,True
2065,607,Fruktnett,False
2068,2,Papaya,True
2072,249,Lakrispulver,True
2073,318,Tørket sopp,True
2107,249,Sursildkrydder,True
2108,392,Storfebog,True
2112,283,Andefett,True
2115,380,Solbærsaus,True
2121,95,Gjenbrukspose,False
2134,156,Vaniljedrøm,True
2136,415,Focacciamix,True
2138,173,Svinenakke,True
2146,19,Gamalost,True
2159,134,Brokkolisuppe,True
2167,211,Panna cotta,True
2175,249,Salvie tørket,True
2193,5,Myntesaus,True
2215,841,Gråpapir,False
2217,113,Hvitløkspate,True
2219,113,Pepperpate,True
2222,932,Eyeliner/Kajal,False
2225,249,Merian tørket,True
2228,316,Malteekstrakt,False
2237,106,Flyndre/rødspette,True
2250,70,Stekt løk,True
2264,134,Gazpacho,True
2278,305,Lammeskank,True
2296,65,Sølvløk,True
2308,950,Serpentiner,False
2311,122,Rismel,True
2320,107,Øvrig kaffe,True
2333,932,Dekkstift,False
2356,134,Linsesuppe,True
2358,305,Lammebiff,True
2361,464,Dyreshampo,False
2366,122,Hirse,True
2368,341,Frityrolje,True
2387,5,Ravigottesaus,True
2392,139,Tørket frukt,True
2396,139,Bananchips,True
2399,139,Ananas tørket,True
2417,46,Gås,True
2427,415,Eplekakemix,True
2449,575,Hårkur,False
2494,841,Klebemasse,False
2525,61,Paranøtter,True
2535,392,Bibringe storfe,True
2545,5,Cumberlandsaus,True
2546,221,Sigar,False
2548,528,Møbler,False
2557,378,Hårfjerningsprodukter,False
2568,171,Pizzaovn,False
2588,392,Rundstek,True
2590,195,Kavring,True
2599,305,Lammekjøtt strimlet,True
2655,415,Raspeballmix,True
2659,255,Fordøyelsesmidler,False
2678,950,Gavepapir,False
2703,70,Sveler,True
2747,932,Foundation,False
2774,74,Pynteglasur,True
2787,105,Hvalkjøtt,True
2844,464,Øvrige dyreartikler,False
2933,156,Bløtkake,True
2942,932,Lipliner,False
2974,437,Glass,False
3003,74,Glasur,True
3079,171,Engangsgrill,False
3095,156,Krydderkake,True
3125,392,Bankekjøtt,True
3143,173,Svinevinger,True
3207,70,Omelett ferdig,True
3211,156,Formkake,True
3220,380,Øvrig dessertsaus,True
3266,113,Gåselever,True
3391,5,Ramsløkpure,True
4465,607,Bleieposer,False
4466,607,Gulpeklut,False
4467,279,Hermetisk aprikos,True
4468,607,Øvrige babyartikler,False
4470,249,Fennikel tørket,True
4471,106,Piggvar,True
4472,1,Fruktkurv,True
4473,5,Bruschettasaus,True
4474,513,Wakamesalat,True
4475,5,Pokesaus,True
4476,209,Skalldyrkasse,True
4477,134,Løksuppe,True
4478,392,Storfeskank,True
4479,134,Søtpotetsuppe,True
4480,173,Matblod,True
4481,134,Gulasjsuppe,True
4483,60,Popcornkrydder,True
4484,52,Stivelse,False
4485,1004,Plantenæring,False
4486,305,Indrefilet av lam,True
4487,156,Mor monsen,True
4488,305,Lammeribbe,True
4489,65,Relish,True
4499,332,Solkrem,False
4500,51,Bilpleie,False
4503,14,Kjøttpålegg,True
4505,279,Hermetisk plommer,True
4506,8,Eggehvite,True
4507,106,Øvrig fisk,True
4508,106,Uer,True
4509,305,Pinnekjøtt,True
4531,308,Estragon,True
4532,173,Grillribbe,True
4533,2,Plommer,True
4554,392,Flankestek,True
4555,745,Hansker,False
4588,2,Mangostan,True
4591,392,T-Ben storfe,True
4595,745,Tekstilfarge,False
4615,106,Blekksprut,True
4623,173,Svinehode,True
4636,106,Brosme,True
4661,156,Romkake,True
4663,173,Svinekam,True
4669,142,Øvrig pasta,True
4674,745,Øvrige klær,False
4675,77,Bakt potet,True
4677,305,Fårikålkjøtt,True
4685,415,Sconesmix,True
4691,2,Fersken,True
4693,156,Sitronkake,True
4701,305,Kje/geitekjøtt,True
4714,950,Påskeartikler,False
4718,74,Vaffelrøre,True
4746,173,Svinenyrer,True
4767,171,Grillkull,False
4793,65,Hermetisk gulrot,True
4795,26,Gløgg,True
4799,47,Kyllingskrog,True
4802,305,Lammesadel,True
4803,305,Lammebaron,True
4807,106,Lange,True
4870,171,Grillhanske,False
4874,310,Øvrig søtpålegg,True
4892,173,Flintstek,True
4894,173,Svin grillben,True
4900,168,Medisterdeig,True
4901,305,Lam slagside,True
4904,308,Øvrige krydderurter,True
4923,289,Øvrig viltkjøtt,True
4943,437,Bordbrikke,False
4944,171,Grillbørste,False
4945,1,Spiselige blomster,True
4952,159,Moreller/kirsebær,True
5014,11,Rabarbra,True
5019,2,Aprikos,True
5020,171,Grillspade,False
5038,171,Grillklype,False
5039,2,Øvrig frukt,True
5043,26,Rødvin,True
5044,173,Porchetta,True
5045,159,Multer,True
5046,11,Artisjokk,True
5047,195,Ostestenger,True
5048,106,Gjørs,True
5049,84,Plukkfisk,True
5050,106,Gjedde,True
5051,84,Stekt fisk,True
5052,106,Brisling,True
5053,106,Hvitting,True
5054,13,Kabaret,True
5055,106,Lyr,True
5056,61,Kastanjer,True
5057,106,Skate,True
5058,719,Tørrfisk,True
5059,106,Boknafisk,True
5060,156,Banankake,True
5061,77,Stekte poteter,True
5062,70,Eggerøre,True
5063,255,Munnbind,False
5064,156,Hvetestang,True
5065,156,Waleskringle,True
5066,82,Appelsinflette,True
5067,106,Barracuda,True
5068,5,Ribbesaus,True
5069,156,Eplekake,True
5070,305,Lammelever,True
5071,106,Sik,True
5072,575,Hårbørste,False
5073,502,Neglefil,False
5074,392,Lårtunge,True
5075,502,Neglesaks,False
5076,168,Elgkarbonadedeig,True
5077,502,Pinsett,False
5078,65,Gresskar syltet,True
5079,932,Sminkespeil,False
5080,118,Briller,False
5081,5080,Solbriller,False
5085,156,Mandeltopp,True
5086,310,Karamellpålegg,True
5087,159,Bærblanding,True
5088,156,Hvetekake,True
5090,91,Pizzasnurrer,True
5091,173,Syltelabber,True
5092,84,Fiskefarse/deig,True
5093,173,Ribbefett,True
5094,156,Fruktkake,True
5096,249,Spraykrydder,True
5097,1004,Busker og trær,False
5098,1004,Potteplanter,False
5099,538,Rub,True
5100,1004,Blomsterfrø,False
5101,1004,Blomsterløk,False
5102,1004,Blomsterpotter,False
5103,1004,Uteplanter,False
5105,1004,Blomster,False
5107,305,Lam hel,True
5111,156,Grønn genser,True
5114,142,Pastaris,True
5115,156,Krokankake,True
5117,156,Verdens beste,True
5118,279,Hermetisk sviske,True
5125,1004,Silkeplanter,False
5126,341,Maisolje,True
5130,305,Lammehjerte,True
5131,156,Sirupskake,True
5134,139,Aprikosterte,True
5141,51,Hobby,False
5142,5141,Leker,False
5143,437,Mugge,False
5144,437,Kanne,False
5145,156,Vannbakkels,True
5146,528,Skadedyrbekjempelse,False
5149,745,Refleks,False
5156,745,Paraply,False
5157,437,Skål,False
5159,5141,Håndarbeid,False
5161,437,Kopp,False
5162,437,Tallerken,False
5163,437,Bordduksklemmer,False
5164,950,Kort,False
5165,437,Fat,False
5167,841,Korrekturlakk,False
5168,177,Bananmelk,True
5169,437,Eggeglass,False
5170,74,Pepperkakedeig,True
5172,156,Bringebærkake,True
5173,156,Prinsessekake,True
5180,841,Tegnestifter,False
5182,841,Binders,False
5183,841,Kalkulator,False
5186,841,Blyantspisser,False
5187,60,Smågodt,True
5188,156,Halloweenkake,True
5190,171,Propangass,False
5191,437,Bestikk,False
5192,841,Klistremerker,False
5203,950,Konfetti,False
5206,2,Carambole,True
5208,332,Selvbruningskrem,False
5220,63,Sosisser,True
5221,950,Godteposer,False
5222,289,Hest,True
5232,415,Ostekakemix,True
5237,950,Juleartikler,False
5252,380,Lakrissaus,True
5263,88,Juleøl,True
5266,168,Kjøttdeig halal,True
5276,841,Penal,False
5280,841,Bokbind,False
5284,171,Lampeolje,False
5286,528,Antiskli,False
5287,950,Knall bon bon,False
5295,950,Gavekort,False
5299,745,Lue,False
5305,96,Påleggslaks,True
5309,745,Skjerf,False
5318,950,Matgave,False
5322,316,Proteinpulver,False
5327,255,Nødprevensjon,False
5328,255,Kvalmestillende,False
5344,279,Hermetisk kastanjer,True
5347,304,Jordbærmousse,True
5348,304,Karamellmousse,True
5351,5,Adzika,True
5352,222,Erotiske blader,False
5360,65,Hermetisk løk,True
5361,221,Julekalender,False
5371,5141,Spill,False
5380,432,Fondueost,True
5393,171,Pizzastein,False
5530,11,Øvrige grønnsaker,True
5623,159,Stikkelsbær,True
5629,159,Solbær,True
5678,159,Tyttebær,True
5719,13,Mellommåltidsbarer,True
5720,5719,Måltidsbar,True
5721,5719,Energibar,True
5729,209,Reker i lake,True
5730,105,Skjell,True
5732,132,Øvrig middag kit,True
5733,5730,Østers,True
5734,5730,Kamskjell,True
5737,51,Stearinlys,False
5738,5737,Telys,False
5739,341,Øvrig matolje,True
5758,5737,Duftlys,False
5761,82,Donuts,True
5762,43,Kjøttretter,True
5763,5762,Karbonader,True
5765,5762,Kjøttboller,True
5766,5762,Lunsjkaker,True
5769,5762,Medisterkaker,True
5787,5762,Kebabkjøtt,True
5790,5737,Kronelys,False
5794,5737,Kubbelys,False
5798,26,Vin,True
5799,5798,Rødvin,True
5800,,Dessert og iskrem,True
5801,5800,Proteinpudding,True
5802,5800,Riskrem,True
5803,5800,Is,True
5804,5803,Småis multipack,True
5805,5803,Småis,True
5806,5803,Dessertis,True
5809,5800,Dessertpuddinger,True
5811,5800,Dessertsauser,True
5812,5811,Sjokoladesaus,True
5814,5800,Tiramisu,True
5815,5800,Gele,True
5816,5800,Hermetisk frukt og bær,True
5818,5811,Karamellsaus,True
5819,5800,Mousse,True
5820,5819,Sjokolademousse,True
5823,5809,Karamellpudding,True
5824,5803,Frys selv is,True
5826,5800,Desserttopping,True
5830,5819,Sitronmousse,True
5831,5809,Panna cotta,True
5834,5816,Hermetisk moreller/kirsebær,True
5835,5811,Bringebærsaus,True
5837,5811,Jordbærsaus,True
5853,26,Julebrus,True
5854,11,Grønnsaksmikser,True
5886,2,Persimon,True
5923,60,Konfekt,True
5936,159,Tranebær,True
5991,5811,Øvrig dessertsaus,True
6005,197,Pinnekjøtt,True
6009,5803,Mochi-is,True
6010,60,Marsipangris,True
6013,74,Bakelim,True
6015,43,Pinnekjøtt,True
6018,43,Ribbe,True
6036,5737,Fakkelboks,False
6055,575,Hårstrikker,False
6060,5816,Hermetisk mango,True
6084,341,Soyaolje,True
6090,23,Brød,True
6100,2,Nektarin,True
6101,132,Koppretter,True
6103,13,Syltetøy til ost,True
6106,5719,Knekkebrød sandwich,True
6107,84,Lakseburger,True
6109,1004,Lecakuler,False
6110,5,Søt chilisaus,True
6111,122,Pizzamel,True
6112,84,Øvrige fiskeretter,True
6113,82,Øvrige småkaker,True
6122,4,Pizzatopping,True
6126,122,Kikertmel,True
6127,96,Øvrig fiskepålegg,True
6130,139,Epler tørket,True
6135,119,Tannbørste elektrisk,False
6145,5816,Hermetisk eple,True
6150,195,Øvrig tørt brød,True
6159,156,Churros,True
6174,74,Kransekakemasse,True
6178,74,Eggerstatning,True
6181,128,Øvrig grøt,True
6183,132,Turmat,True
6185,5737,Antikklys,False
6193,346,Øvrig personlig hygiene,False
6194,332,Øvrig hudpleie,False
6212,249,Øvrig krydder,True
6214,113,Øvrig postei,True
6222,308,Kjørvel,True
6225,5800,Øvrig dessert,True
6229,51,Toalettpapir,False
6230,95,Avfallssekker,False
6231,33,Ferdigretter,True
6234,51,Tørkerull,False
6235,14,Hamburgerrygg,True
6237,14,Roastbiff og pastrami,True
6238,14,Servelater,True
6239,51,Batterier og lyspærer,False
6240,6239,Batterier,False
6243,51,Borddekning og servietter,False
6244,6243,Servietter,False
6245,6231,Ferdigmåltid,True
6246,6231,Lasagne ferdig,True
6247,6231,Pastarett ferdig,True
6248,14,Kylling- og kalkunpålegg,True
6249,6243,Engangservice,False
6250,6231,Gryterett ferdig,True
6251,6231,Pannekaker,True
6256,118,Klær,False
6257,6256,Sokker,False
6258,6256,Skopleie,False
6259,6256,Strømper,False
6266,6231,Vårruller,True
6270,6256,Undertøy,False
6271,6256,Øvrige klær,False
6272,6231,Taco ferdig,True
6275,6231,Fiskemåltid ferdig,True
6276,6239,Lyspære,False
6278,6231,Panert kjøtt,True
6300,6239,Lysrør,False
6324,6231,Sveler,True
6336,6231,Grillspyd,True
6347,6243,Duk,False
6359,26,Gløggmiks,True
6372,14,Øvrig kjøttpålegg,True
6374,8,Mellomretter,True
6375,8,Proteinpudding,True
6385,156,Sjokoflarn,True
6390,139,Apsikat,True
6391,139,Sukat,True
6394,426,Sigaretter,False
6397,426,Snus,False
6399,426,Rulletobakk,False
6406,426,Sigar,False
8384,6256,Kleshenger,False
8546,5762,Øvrige kjøttretter,True
8629,6256,Luktfjerner,False
8726,528,Baderomsutstyr,False
8727,6256,T-Skjorter,False
8730,332,Fotpleie,False
8731,119,Øvrig tannpleie,False
8732,6256,Sovemaske,False
8736,19,Gulost,True
8741,19,Kittmodnede oster,True
8742,8741,Kittmodnet ost,True
8746,77,Øvrige potetretter,True
8759,13,"Smør, margarin og matfett",True
8760,8759,Smør,True
8761,26,Øl og cider,True
8762,8761,Øl,True
8763,8759,Smørblanding,True
8764,8,Yoghurter,True
8765,8764,Yoghurt,True
8766,8761,Cider,True
8769,8764,Matyoghurt,True
8770,65,Kikerter,True
8771,8761,Alkoholfritt øl,True
8772,33,Risprodukter,True
8773,8772,Ris,True
8776,8759,Kryddersmør,True
8777,33,Pizzaretter,True
8778,8777,Pizza,True
8779,8759,Margarin,True
8780,8764,Drikkeyoghurt,True
8781,49,Vann naturell,True
8783,8761,Lettøl,True
8786,8761,Ingefærøl,True
8789,8761,Alkoholfri cider,True
8793,8772,Quinoa,True
8803,22,Piadinabrød,True
8804,171,Øvrig grill,False
8855,36,Horn,True
8874,82,Scones,True
8881,5819,Bringebærmousse,True
8905,,Apotekvarer,False
8906,8905,Smertestillende,False
8908,8905,Plaster,False
8911,8905,Selvtester,False
8912,8911,Graviditetstest,False
8915,8905,Røykeslutt,False
8921,8905,Kondomer,False
8926,8905,Øvrige apotekvarer,False
8945,6256,Hansker,False
9028,51,Sport,False
9029,9028,Øvrig sportsutstyr,False
